Comando,NomeCat,IDProduto,CodProd,NomeProd,Peso,Descricao,DescrLonga,DescrURL,URLTarget,Estoque,EstoqueMinimo,Disponivel,ICMS,Custo,Preco,PrecoProm,PrecoB2B,PrecoB2BProm,DataPromInicio,DataPromFim,Lancamento,EmDestaque,ImagemProd,ImagemDet,ImagemAmp,Adicional1,Adicional2,Adicional3,AdicionalD1,AdicionalD2,AdicionalD3,Cores,OrdemProd,IDProdutoPai,RamoProd,MaisProd,DataVencimento,DiasAvisoVencimento,DiasReposicao,IDParceiroProd,DescrHTM,MetaKeywordsProd,MaxParcelasProd,XMLParcelasProd,CodBarrasProd,Embalavel,IsProdutoGrande
"A","Aparelhos de Avaliação",2894433,"sim10000","Simetrógrafo Physical",650,"Simetrógrafo tipo Banner para Avaliação Postural.","Simetrógrafo tipo Banner para Avaliação Postural.

Descrição:
Lona Branca
Quadriculado 10x10cm
Altura 2,20m
Largura 1,05m
","",False,0,5,False,0,64,200,180,0,0,29/04/2011,27/05/2011,False,False,"","","","","","","","","","",0,,,"",,0,0,13438,"","",5,5,,True,False
"A","Aparelhos de Avaliação",2979788,"sime0001","Simetrógrafo Portátil de Parede - Tipo Banner",4000,"Simetrógrafo tipo banner Portátil de parede para avaliação clinica.

Lona impressa quadriculada em preto, medindo 2,20 x 1,10m.

<b>Acompanha bolsa para o  transporte</b>
","Simetrógrafo tipo banner Portátil de parede para avaliação clinica.

Lona impressa quadriculada em preto, medindo 2,20 x 1,10m.

<b>Acompanha bolsa para o  transporte</b>


","",False,1,0,True,0,85,258,171.5,0,0,15/09/2011,21/01/2012,True,False,"simebanner100x.JPG","simebanner200x.JPG","simebanner400x.JPG","","","43221","","","","",255,,7,"",,0,0,14873,"","simetrógrafo,simetrografo banner,cimetrografo,cimetrógrafo,simetrografo de parede,simetrografo de lona",5,5,,True,False
"A","Aparelhos de Avaliação",2532290,"smt00000","Simetrógrafo WCS em cristal flexível - tipo banner (transportável)",700,"Simetrógrafo WCS em cristal flexível - tipo banner (transportável).
Material de transparência fantástica, fácil de transportar, pode-se fixá-lo em qualquer local.","Simetrógrafo WCS em cristal flexível - tipo banner (transportável).

 Material de transparência fantástica, fácil de transportar, pode-se fixá-lo em qualquer local, fazendo a avaliação com o avaliado podendo ficar à frente ou atrás do equipamento.

Acompanha um nível e uma bolsa para transporte.Area de medida: 180X70 cm.

Garantia: 180 dias contra defeito de fabricacao.","",False,0,1,False,0,0,200,0,0,0,,,False,False,"smtcar100.gif","smtcar200.gif","smtcar400.gif","","","","","","","",0,,,"",,0,0,,"","simetrografo,simetrografo wcs,simetrografo flexivel,simetrografo cardiomed,simetrografo composicao corporal",0,0,,True,False
"A","Aparelhos de Avaliação",1192590,"tra20200","Trena Antrométrica com trava Sanny",200,"Campo de Uso: 2 metros.
Resolução: em milímetros. 
Tolerância: +/- 0,10 mm em 1 m.
Matéria Prima: Fita em aço plano.","Campo de Uso: 2 metros.
Resolução: em milímetros. 
Tolerância: +/- 0,10 mm em 1 m.
Matéria Prima: Fita em aço plano.","",False,0,1,False,0,0,32,0,0,0,,,False,False,"TrenaSan90.GIF","TrenaSan200.GIF","TrenaSan400.GIF","","","18499","","","","",0,,7,"",,0,0,,,,3,0,,True,False
"A","Aparelhos de Avaliação",1152310,"tra10001","Trena Antropométrica 1,5 - Com Trava - Terrazul",100,"Trena Antropométrica de 1.5 mts da Terrazul desenvolvida com a mais alta tecnologia.","Com a Trena Terrazul sua avaliação será mais simples e prática, a trena foi desenvolvida com a mais completa tecnologia, alta flexibilidade, possui também o sistema de trava, com uma cor agradavél.

Caracteristicas do Produto:

Dimensões: Circunferência de 51mm
Largura: 14mm
Leitura: Centimentros e Polegadas
Largura Fita: 7,5mm
Dispositivo de Trava.


","",False,0,10,False,0,5,10,9.5,0,0,28/01/2011,31/01/2011,False,False,"trena90.gif","Trena200.gif","trena600.gif","","","18499","","","","",100,,7,"",,0,0,14873,"","trena para avaliacao fisica,trena antropometrica,trena para circunferencia,trena de personal trainer,trena para antropometria,trena physical,trena terrazul",5,0,,True,False
"A","Aparelhos de Avaliação",2207047,"tra10100","Trena Antropométrica 1,5m - Com Trava - Physical",100,"Trena Antropométrica de 1.5 mts Physical com trava.
","Com a Trena Physical sua avaliação será mais simples e prática, a trena foi desenvolvida com a mais completa tecnologia, alta flexibilidade, possui também o sistema de trava.

Fabricante: Terrazul Tecnologia","",False,499,0,True,0,0,10,6,0,0,20/12/2010,28/04/2011,False,True,"trenaphy100.GIF","trenaphy200.GIF","trenaphy400.GIF","","","18499","","","","",0,,7,"",,0,0,17691,"","trena para avaliacao fisica,trena antropometrica,trena para circunferencia,trena de personal trainer,trena para antropometria,trena physical,trena terrazul",10,5,,True,False
"A","Aparelhos de Avaliação",2830516,"tra10200","Trena Antropométrica 2,0m - Com Trava - Physical",100,"Trena Antropométrica de <b>2.0 mts</b> Physical com trava.","Com a Trena Physical de 2,0 Mts, sua avaliação será mais simples e prática, a trena foi desenvolvida com a mais completa tecnologia, alta flexibilidade, possui também o sistema de trava.

Fabricante: Terrazul Tecnologia","",False,46,50,True,0,1.9,15,14.25,0,0,14/04/2011,09/02/2012,False,False,"trenaphy100.GIF","trenaphy200.GIF","trenaphy400.GIF","","","18499","","","","",0,,7,"",,0,0,14873,"","trena para avaliacao fisica,trena antropometrica,trena para circunferencia,trena de personal trainer,trena para antropometria,trena physical,trena terrazul",10,10,,True,False
"A","Aparelhos de Avaliação",2880264,"tra11200","Trena antropométrica 2mts - Cescorf",200,"Indicada para aferição de perímetros (circunferências) corporais entre os quais a de cintura pélvica, abdominal, membros inferiores, tórax, braços de indivíduos, adultos ou jovens.","Indicada para aferição de perímetros (circunferências) corporais entre os quais a de cintura pélvica e a abdominal de indivíduos, adultos ou jovens.

Fabricada em aço flexível, com pintura epoxi; escala seqüencial; resolução em milímetros. Início da numeração há 10cm do início da trena.

Dimensões:
2m de comprimento com 6mm de largura
Peso:
24g","",False,0,2,True,0,13.84,25,0,0,0,,,False,False,"trenacescorf100.jpg","trenacescorf200.jpg","trenacescorf400.jpg","","","18499","","","","",0,,,"",,0,0,,"","Trena Cescorf,trena antropometrica cescorf,trena 2mts cescorf,trena de metal sanny,trena antropometrica sanny,trena de metal cescorf,trena 2mts sanny de meal",3,3,,True,False
"A","Aparelhos de Avaliação",1757207,"tra00005","Trena Antropométrica 2mts - Vonder",120,"Trena Chaveiro de 2 metros, marca Vonder. Fita de aço de 12,5mm e caixa em ABS.
<b>Super Promoção</b>","Trena Chaveiro de 2 metros, marca Vonder. Fita de aço de 12,5mm e caixa em ABS.","",False,129,0,True,0,0,10,9.5,0,0,19/12/2010,17/09/2011,False,False,"trenavond100.gif","trenavond200.gif","trenavond400.gif","","","18499","","","","",0,,,"",,0,0,32939,"","",5,0,,True,False
"A","Aparelhos de Avaliação",1193238,"tra20003","Trena Antropométrica para circunferência e medição em linha reta Wiso R88",200,"Trena em fibra de vidro para medições das circunferências do corpo, com medidas rápidas e precisas.","Especificação Técnica 
- Escala em centímetros e polegadas, nos dois lados da fita, com 2 m;
- Própria para medição de circunferências;
- Cálculo do IMC e indicação do risco;
- Indica visualmente a medida da circunferência abdominal e o grau do risco;
- Dispositivo na fita, em sua extremidade, para fixação na própria fita;
- Retração automática;
- Resolução em Milímetros;
- Caixa confeccionada em plástico ABS;
- Fita em fibra de vidro, maleável e inelástica. 
 
Dados Técnicos 
Modelo: R88.
Tamanho da Trena: 07 cm de diâmetro x 2,5cm de altura (aprox.). 
Tamanho da Fita: 1,8 x 200cm (aprox.).
Peso: 80g.
Garantia: 06 meses, contra defeitos de fabricação. 
","",False,0,1,False,12,36.76,56,50,0,0,16/12/2009,31/07/2010,False,False,"TrenawisoAntcir90.gif","TrenawisoAntcir200.gif","TrenawisoAntcir400.gif","","","18499","","","","",0,,,"",,0,0,14873,"","",5,0,,True,False
"A","Aparelhos de Avaliação",1193232,"tra10003","Trena Antropométrica para circunferência Wiso - T87",200,"Trena em fibra de vidro para medições das circunferências do corpo, com medidas rápidas e precisas.","Trena em fibra de vidro para medições das circunferências do corpo, com medidas rápidas e precisas. Possuí retração automática e trava na extremidade da fita para que com um único toque, no botão central, envolva a região a ser medida, liberando as mãos do profissional para suas anotações.

Com 2m de comprimento possibilita a medição da região abdominal de pacientes obesos.

Especificação Técnica 
- Escalas em centímetros e polegadas, impressas em único lado da fita, com 2m de comprimento;
- Exclusiva para medição de circunferências;
- Dispositivo na fita, em sua extremidade, para fixação na caixa da trena;
- Retração automática;
- Resolução em Milímetros;
- Caixa confeccionada em plástico ABS;
- Fita em fibra de vidro, maleável e inelástica. 
 
Dados Técnicos 
Modelo: T87.
Dimensão: 9 x 2,5 x 5,5cm.
Largura da Fita: 1,35 cm.
Peso: 55g.
Garantia: 06 meses, contra defeitos de fabricação. 
","",False,0,2,True,12,13.79,32,40,0,0,14/12/2010,26/11/2011,False,False,"Trenawisoan90.gif","Trenawisoan200.gif","wisot87400.jpg","","","18499","","","","",0,,7,"",,0,0,13438,"","trena antropometrica,trena wiso,trena de avaliacao fisica,trena para composicao corporal,trena wiso t-87,trena wiso t87-2",5,0,,True,False
"A","Aparelhos de Avaliação",1541537,"tra11003","Trena Antropométrica para circunferência Wiso - T87-2",60,"Trena em fibra de vidro para medições das circunferências e linear, com medidas rápidas e precisas.
Impressão dos dois lados da fita.","Especificação Técnica 

- Escala em centímetros , nos dois lados da fita, com 2 m;
- Medição de circunferência e linear,
- Dispositivo na fita, em sua extremidade, para fixação na caixa da trena;
- Retração automática;
- Resolução em Milímetros;
- Caixa confeccionada em plástico ABS;
- Fita em fibra de vidro, maleável e inelástica. 
 
Dados Técnicos 
Modelo: T87.
Dimensão: 9 x 2,5 x 5,5cm.
Largura da Fita: 1,35 cm.
Peso: 55g.

Garantia: 06 meses, contra defeitos de fabricação. 
","",False,0,2,True,12,26,44,37.5,0,0,02/12/2009,28/10/2011,False,False,"wisot87290.jpg","wisot872200.jpg","wisot872400.jpg","","","18499","","","","",0,,,"",,0,0,13438,"","trena antropometrica,trena wiso,trena de avaliacao fisica,trena para composicao corporal,trena wiso t-87,trena wiso t87-2",5,0,,True,False
"A","Aparelhos de Avaliação",1192593,"tra30200","Trena Antropométrica sem trava Sanny",200,"Campo de Uso: 2 metros.
Resolução: em milímetros. 
Tolerância: +/- 0,10 mm em 1 m.
Matéria Prima: Fita em aço plano.","Campo de Uso: 2 metros.
Resolução: em milímetros. 
Tolerância: +/- 0,10 mm em 1 m.
Matéria Prima: Fita em aço plano.","",False,0,1,False,0,0,28,22,0,0,12/02/2008,31/12/2008,False,False,"TrenaSanst90.GIF","TrenaSanst200.GIF","TrenaSanst400.GIF","","","18499","","","","",0,,7,"",,0,0,,,,3,0,,True,False
"A","Aparelhos de Avaliação",1805197,"tra10001","Trena Chaveiro Antropométrica 2.0 mt -  Physical",100,"Trena Chaveiro Antropométrica de 2.0 mts Physical desenvolvida com a mais alta tecnologia e designer inovador.","Com a Trena Chaveiro Antropométrica Physical, sua avaliação será mais simples e prática, a trena foi desenvolvida com a mais completa tecnologia, além de um designer inovador e com uma cor agradavél.

A trena chaveiro physical, é ideal para uma avaliação precisa.

Caracteristicas do produto:

Campo de Uso: 2 metros.
Matéria Prima: Fita em aço.
Mosquetão acoplado na trena.
Cor: Azul
","",False,0,10,False,0,0,11,0,0,0,07/02/2009,07/02/2010,False,False,"trechavter100.gif","trechavter200.gif","trechavter400.gif","","","18499","","","","",100,,,"trena",,0,0,,"","",5,0,,True,False
"A","Desportivos",1798360,"dce0001","Cinto Extensor Tração Duplo - Physical",200,"Cinto extensor duplo com prendedor, desenvolvido para o treinamento de resistência, força, equilibrio, velocidade.","Desenvolvido para o treinamento de resistência, força, equilibrio, velocidade.

O cinto extensor tração duplo é ideal para o treinamento de dois atletas na preparação física.

Utilizada em:
futebol, futsal, escolas de esportes, fitness e outros segmentos desportivos.

<b>Caracteristicas do produto:</b>

1.10 comprimento x 0.10 largura
Velcro regulavel na cintura, para melhor ajuste.
80 cm de tubo latex.
Cordão interno para segurança e conforto.

Garantia: 1 ano.

","",False,4,0,True,0,60,152,129.2,0,0,06/10/2010,08/02/2012,True,True,"Exttradup100.gif","Exttradup200.gif","Exttradup400.gif","","","26497","","","","",0,,474,"dce0000,dea0000,frq00000,adn40004",,0,0,14873,"","Cinto extensor,treinamento seleção brasileira,cinto de tração,cintro de resistencia,cinto de treinamento,extensor futebol,extensor de tração.",5,5,,True,False
"A","Desportivos",1798349,"dce0000","Cinto Extensor Tração Simples - Physical",300,"Cinto extensor simples, desenvolvido para o treinamento de resistência, força, equilibrio, velocidade.","Desenvolvido para o treinamento de resistência, força, equilibrio, velocidade.

O cinto extensor tração simples é ideal para preparação física no futebol, futsal, escolas de esportes, fitness e outros segmentos desportivos.

<b>Caracteristicas do produto:</b>

1.10 comprimento x 0.10 largura
Velcro regulavel na cintura, para melhor ajuste.
80 cm de tubo latex.
Cordão interno para segurança e conforto.

Garantia: 1 ano.

","",False,4,1,True,0,44,112,72,0,0,25/11/2009,01/12/2011,True,False,"cintexttrasim100.gif","cintexttrasim200.gif","cintexttrasim400.gif","","","26497","","","","",255,,474,"dce0001,dea0000,adn40004,cro40001,cro10001",,0,0,17691,"","Cinto extensor de tração,cinto para treinamento,extensor de futebol,extensor de tracao simples,extensor de tracao duplo,cinto selecao brasileira",5,0,,True,False
"A","Desportivos",2217488,"con00000","Cone desportivo para demarcações",200,"Cone para demarcações em atividades físicas em quadras, campos para treinamento.","Cone para demarcações em atividades físicas em quadras, campos para treinamento.","",False,0,0,True,0,0,7,6.5,0,0,12/07/2011,15/07/2011,False,False,"conedesp100.gif","conedesp200.gif","conedesp400.gif","","","34000","","","","",0,,459,"",,0,0,13438,"","",3,3,,True,False
"A","Desportivos",3201610,"dep2000","Escadinha de Piso ""Duplo"" Profissional para Treinos Coordenativos - Physical",500,"Equipamento para treinamento de agilidade, coordenação motora, destreza e trabalho de
explosão muscular (Pliometria).Confeccionada em fitas de nylon de alta resistência, possui 16 repartições interna","Equipamento para treinamento de agilidade, coordenação motora, destreza e trabalho de
explosão muscular (Pliometria).Confeccionada em fitas de nylon de alta resistência, possui 16 repartições internas fixadas a 50 cm uma da outra alinhadas
em duas colunas paralelas dobrável, colorida com 04 mts de comprimento, fixa(nao é possível regular).","",False,1,0,True,0,50,149,0,0,0,,,False,False,"escadadupla100.GIF","escadadupla200.GIF","escadadupla400.GIF","","","26500","","","","",0,,459,"",,0,0,,"","",4,0,,True,False
"A","Desportivos",1800071,"dep0000","Escadinha de Piso Profissional para Treinos Coordenativos - Physical",300,"A escadinha de piso é um excelente recurso ditático para o desenvolvimento dos treinamentos coordenativos.","A escadinha de piso é um excelente recurso ditático para o desenvolvimento dos treinamentos coordenativos.

Nas diversas atividades desportivas é bastante utilizada nos treinos em, futebol, futsal, escolas de esportes, e outros segmentos desportivos.

<b>Caracteristicas:</b>

10 Passagens de 55 cm.
Fita de Nylon trançada.
Reforço nas tiras de passagens.
Acabamentos com Ilhós.
Dobravél - Facilitando o transporte.
Tamanho 5,50 mts x 55 cm

Garantia: 01 ano.","",False,0,0,True,0,25,95,80.75,0,0,25/11/2009,08/02/2012,False,False,"escadinha100.gif","escadinha200.gif","escadinha400.gif","","","26500","","","","",0,,459,"dce0001,dce0000,dea0000,cro10001",,0,0,14873,"","escadinha para treinamento fisico,escadinha de treinamento coordenativo,escadinha de futebol,selecao brasileira escadinha,treinamento desportivo,cinto extensor",5,0,,True,False
"A","Desportivos",1798364,"dea0000","Extensor adutor tração - Physical",200,"Extensor adultor tração, ideal para fortalecer e treinar (RML) Resitência muscular localizada.","Extensor adultor tração, ideal para fortalecer e treinar (RML) Resitência muscular localizada, dos membros inferiores, quadricipes.

<b>Caracteristicas do produto:</b>

20 cm comprimento x 10 cm largura.
Velcro regulável para melhor ajuste.
Cordão de segurança no interior do latex.

Garantia: 01 ano.","",False,13,1,True,0,25,60,57,0,0,25/11/2009,08/11/2011,True,False,"exttraad100.gif","exttraad200.gif","exttraad400.gif","","","26499","","","","",0,,,"dce0001,dce0000,cro10001",,0,0,14873,"","extensor adutor,cintro extensor,cinto de treinamento desportivo,extensor adutor de treinamento,cinta para treinamento,futebol treinamento cinta,selecao brasileira adultor",5,5,,True,False
"A","Desportivos",2890175,"prk00004","Prancheta Tática Basket - Kief Basquete",380,"Prancheta magnética de Basquete.
Ideal para orientações de jogo e criações de táticas.
","Prancheta magnética de Basquete.
Ideal para orientações de jogo e criações de táticas.

Caracteristicas:
Possui:2 times de 5 jogadores,nas cores azuel e vermelho.
Uma caneta piloto.
Peso:366g","",False,4,0,True,0,33.1,69.9,66.9,0,0,24/08/2011,26/08/2011,False,True,"prabask100.gif","prabask200.gif","prabask400.gif","","","33317","","","","",0,,436,"",,0,0,13438,"","Pasta tatica kief,prancheta tatica,prancheta basquete,prancheta basket,prancheta basquetebol,prancheta de basquete,prancheta tatica de basquete,prancheta tatica de basket",5,5,,True,False
"A","Desportivos",2890182,"prk00005","Prancheta Tática Basquete TOP - Kief",980,"Pasta Prancheta magnética de Basquete.
Ideal para orientações de jogo e criações de táticas.
","Pasta/Prancheta magnética de Basquetebol.

Possui:Pasta com ziper;
Caderneta para estratégia;
Prancha magnética;
2 times com 5 jogadores.
Cordão para apito;
Caneta.
Peso:970g","",False,5,0,True,0,80.75,165,0,0,0,,,False,False,"pasbask100.gif","pasbask200.gif","pasbask400.gif","","","33317","","","","",0,,,"",,0,0,,"","Pasta Kief Basquete,prancheta tatica basquete,pasta prancheta basquete,pasta kief,prancheta para basquete,prancheta tatica de basquete,pasta tatica de basquete,pasta para treinador de basquete",5,5,,True,False
"A","Desportivos",2176943,"prk00002","Prancheta Tática Futebol de Campo - Kief",380,"Prancheta magnética de Futebol de Campo.
Ideal para orientações de jogo e criações de táticas.
","Prancheta magnética de Futebol de Campo.

Caracteristicas do Produto:
Prancha magnética
2 times com 11 jogadores. 
Caneta Piloto. 
Peso:380g 

Fabricante: Kief","",False,4,0,True,0,33.1,69.9,0,0,0,,,False,False,"pcsk100.gif","pcsk200.gif","pcsk400.gif","","","33317","","","","",0,,459,"prk",,0,0,,"","Pasta tatica kief,prancheta tatica,prancheta futsal,prancheta futebol salao,prancheta futebol de campo,prancheta de futebol,prancheta tatica futebol de campo,prancheta tatica de futebol de salao",5,5,,True,False
"A","Desportivos",2176947,"prk00003","Prancheta Tática Futebol de Campo TOP - Kief",980,"Pasta Prancheta magnética de Futebol de Campo.
Ideal para orientações de jogo e criações de táticas.
","Prancheta magnética de Futebol de Campo.

Caracteristicas do Produto:
Prancha magnética
2 times com 11 jogadores. 
Caneta Piloto. 
Peso:980g 

Fabricante: Kief","",False,0,0,False,0,80.75,165,150,0,0,24/08/2011,17/09/2011,False,True,"pcck100.gif","pcck200.gif","pcck400.gif","","","33317","","","","",0,,459,"",,0,0,13438,"","Pasta tatica kief,prancheta tatica,prancheta futsal,prancheta futebol salao,prancheta futebol de campo,prancheta de futebol,prancheta tatica futebol de campo,prancheta tatica de futebol de salao",5,5,,True,False
"A","Desportivos",2176937,"prk00000","Prancheta Tática Futsal - Kief",380,"Prancheta magnética de Futsal.
Ideal para orientações de jogo e criações de táticas.
","Prancheta magnética de Futsal. 

Caracteristicas do Produto:
Prancha magnética
2 times com 5 jogadores. 
Caneta Piloto. 
Peso:380g 

Fabricante: Kief","",False,2,0,True,0,33.1,69.9,0,0,0,,,False,False,"pssk100.gif","pssk200.gif","pssk400.gif","","","33317","","","","",0,,459,"",,0,0,,"","Pasta tatica kief,prancheta tatica,prancheta futsal,prancheta futebol salao,prancheta futebol de campo,prancheta de futebol,prancheta tatica futebol de campo,prancheta tatica de futebol de salao",5,5,,True,False
"A","Desportivos",2176939,"prk00001","Prancheta Tática Futsal TOP - Kief",980,"Pasta Prancheta magnética de Futsal.
Ideal para orientações de jogo e criações de táticas.
","Prancheta magnética de Futsal.

Caracteristicas do Produto:
Prancha magnética
Pasta com Ziper
Caderneta para estratégia.
Cordão para Apito.
2 times com 5 jogadores. 
Caneta Piloto. 
Peso:980g 

Fabricante: Kief","",False,2,0,True,0,80.75,165,0,0,0,,,False,True,"ptssk100.gif","ptssk200.gif","ptssk400.gif","","","33317","","","","",0,,459,"",,0,0,,"","Pasta tatica kief,prancheta tatica,prancheta futsal,prancheta futebol salao,prancheta futebol de campo,prancheta de futebol,prancheta tatica futebol de campo,prancheta tatica de futebol de salao",5,5,,True,False
"A","Diversos",1365936,"Dbs00013","PHQ 01",555,"Boneco de resina.
Coloque mais alegria no seu trabalho.","Coloque mais alegria no seu trabalho.

Você vai adorar esse boneco com detalhes e acabamentos perfeitos. 


ESPECIFICAÇÕES TÉCNICAS:

* Boneco de resina 
* Peso: 555 g 
* Tamanho: 20 cm altura 


Imagem meramente ilustrativa.","",False,0,0,False,0,0,0,0,0,0,,,False,False,"Phq0190.gif","Phq01200.gif","Phq01400.gif","","","20130","","","","",1,,,"",,0,0,,,,0,0,,True,False
"A","Diversos",1366456,"Dbs00023","PHQ 02",585,"Boneco de resina.
Coloque mais alegria no seu trabalho.","Coloque mais alegria no seu trabalho.

Você vai adorar esse boneco com detalhes e acabamentos perfeitos. 


ESPECIFICAÇÕES TÉCNICAS:

* Boneco de resina 
* Peso: 585 g 
* Tamanho: 20 cm altura 


Imagem meramente ilustrativa.","",False,0,0,False,0,0,0,0,0,0,,,False,False,"Phq0290.gif","Phq02200.gif","Phq02400.gif","","","20130","","","","",2,,,"",,0,0,,,,0,0,,True,False
"A","Diversos",1366565,"Dbs00033","PHQ 03",985,"Boneco de resina.
Coloque mais alegria no seu trabalho.","Coloque mais alegria no seu trabalho.

Você vai adorar esse boneco com detalhes e acabamentos perfeitos. 


ESPECIFICAÇÕES TÉCNICAS:

* Boneco de resina 
* Peso: 985 g 
* Tamanho: 16x14x30 cm

Imagem meramente ilustrativa.","",False,0,0,True,0,0,0,0,0,0,,,False,False,"Phq0390.gif","Phq03200.gif","Phq03400.gif","","","20130","","","","",0,,,"",,0,0,,,,0,0,,True,False
"A","Diversos",1366994,"Dbs00013","PHQ 04",875,"Boneco de resina.
Coloque mais alegria no seu trabalho.","Coloque mais alegria no seu trabalho.

Você vai adorar esse boneco com detalhes e acabamentos perfeitos. 


ESPECIFICAÇÕES TÉCNICAS:

* Boneco de resina 
* Peso: 875 g 
* Tamanho: 31x15x11 cm


Imagem meramente ilustrativa.","",False,0,0,True,0,0,0,0,0,0,,,False,False,"Phq0490.gif","Phq04200.gif","Phq04400.gif","","","20130","","","","",0,,,"",,0,0,,,,0,0,,True,False
"A","Diversos",1366926,"Dbs00053","PHQ 05",950,"Boneco de resina.
Coloque mais alegria no seu trabalho.","Coloque mais alegria no seu trabalho.

Você vai adorar esse boneco com detalhes e acabamentos perfeitos. 


ESPECIFICAÇÕES TÉCNICAS:

* Boneco de resina 
* Peso: 950 g 
* Tamanho: 18x15x16 cm

Imagem meramente ilustrativa.","",False,0,0,True,0,0,0,0,0,0,,,False,False,"Phq0590.gif","Phq05200.gif","Phq05400.gif","","","20130","","","","",0,,,"",,0,0,,,,0,0,,True,False
"A","Diversos",1366989,"Dbs00063","PHQ 06",860,"Boneco de resina.
Coloque mais alegria no seu trabalho.","Coloque mais alegria no seu trabalho.

Você vai adorar esse boneco com detalhes e acabamentos perfeitos. 


ESPECIFICAÇÕES TÉCNICAS:

* Boneco de resina 
* Peso: 860 g 
* Tamanho: 16x23x13 cm


Imagem meramente ilustrativa.","",False,0,0,True,0,0,0,0,0,0,,,False,False,"Phq0690.gif","Phq06200.gif","Phq06400.gif","","","20130","","","","",0,,,"",,0,0,,,,0,0,,True,False
"A","Diversos",1366983,"Dbs00073","PHQ 07",960,"Boneco de resina.
Coloque mais alegria no seu trabalho.","Coloque mais alegria no seu trabalho.

Você vai adorar esse boneco com detalhes e acabamentos perfeitos. 


ESPECIFICAÇÕES TÉCNICAS:

* Boneco de resina 
* Peso: 960 g 
* Tamanho: 16x23x11 cm


Imagem meramente ilustrativa.","",False,0,0,True,0,0,0,0,0,0,,,False,False,"Phq0790.gif","Phq07200.gif","Phq07400.gif","","","20130","","","","",0,,,"",,0,0,,,,0,0,,True,False
"A","Diversos",1366996,"Dbs00113","PHQ 08",740,"Boneco de resina.
Coloque mais alegria no seu trabalho.","Coloque mais alegria no seu trabalho. 

Você vai adorar esse boneco com detalhes e acabamentos perfeitos. 


ESPECIFICAÇÕES TÉCNICAS:

* Boneco de resina 
* Peso: 740 g 
* Tamanho: 16x21x11 cm  


Imagem meramente ilustrativa.","",False,0,0,False,0,0,0,0,0,0,,,False,False,"Phq0890.gif","Phq08200.gif","Phq08400.gif","","","20130","","","","",0,,,"",,0,0,,,,0,0,,True,False
"A","Diversos",1366998,"Dbs00093","PHQ 09",340,"Boneco de resina.
Coloque mais alegria no seu trabalho.","Coloque mais alegria no seu trabalho. 

Você vai adorar esse boneco com detalhes e acabamentos perfeitos. 


ESPECIFICAÇÕES TÉCNICAS:

* Boneco de resina 
* Peso: 340 g 
* Tamanho: 11x20x10 cm  


Imagem meramente ilustrativa.","",False,0,0,True,0,0,0,0,0,0,,,False,False,"Phq0990.gif","Phq09200.gif","Phq09400.gif","","","20130","","","","",0,,,"",,0,0,,,,0,0,,True,False
"A","Diversos",1366997,"Dbs00103","PHQ 10",1815,"Boneco de resina.
Coloque mais alegria no seu trabalho.","Coloque mais alegria no seu trabalho.

Você vai adorar esse boneco com detalhes e acabamentos perfeitos. 


ESPECIFICAÇÕES TÉCNICAS:

* Boneco de resina 
* Peso: 1.815 kg 
* Tamanho: 25x30x14 cm

Imagem meramente ilustrativa.","",False,0,0,False,0,0,0,0,0,0,,,False,False,"Phq1090.gif","Phq10200.gif","Phq10400.gif","","","20130","","","","",0,,,"",,0,0,,,,0,0,,True,False
"A","Diversos",1366986,"Dbs00113","PHQ 11",405,"Boneco de resina.
Coloque mais alegria no seu trabalho.","Coloque mais alegria no seu trabalho.

Você vai adorar esse boneco com detalhes e acabamentos perfeitos. 


ESPECIFICAÇÕES TÉCNICAS:

* Boneco de resina 
* Peso: 405 g 
* Tamanho: 11x21x10 cm

Imagem meramente ilustrativa.","",False,0,0,True,0,0,0,0,0,0,,,False,False,"Phq1190.gif","Phq11200.gif","Phq11400.gif","","","20130","","","","",0,,,"",,0,0,,,,0,0,,True,False
"A","Diversos",1366991,"Dbs00123","PHQ 12",980,"Boneco de resina.
Coloque mais alegria no seu trabalho.","Coloque mais alegria no seu trabalho.

Você vai adorar esse boneco com detalhes e acabamentos perfeitos. 


ESPECIFICAÇÕES TÉCNICAS:

* Boneco de resina 
* Peso: 980 g 
* Tamanho: 20 cm altura


Imagem meramente ilustrativa.","",False,0,0,True,0,0,0,0,0,0,,,False,False,"Phq1290.gif","Phq12200.gif","Phq12400.gif","","","20130","","","","",0,,,"",,0,0,,,,0,0,,True,False
"A","Diversos",1366993,"Dbs00133","PHQ 13",645,"Boneco de resina.
Coloque mais alegria no seu trabalho.","Coloque mais alegria no seu trabalho. 

Você vai adorar esse boneco com detalhes e acabamentos perfeitos. 


ESPECIFICAÇÕES TÉCNICAS:

* Boneco de resina 
* Peso: 645 g 
* Tamanho: 13x21x10 cm  


Imagem meramente ilustrativa.","",False,0,0,False,0,0,0,0,0,0,,,False,False,"Phq1390.gif","Phq13200.gif","Phq13400.gif","","","20130","","","","",0,,,"",,0,0,,,,0,0,,True,False
